"","V1","V2"
"1386","depontav","throw from a bridge;"
"1387","depopulav","sack/plunder/pillage/rob/despoil; ravage/devastate/destroy/lay waste; overgraze;"
"1388","deportav","bring, convey (to); carry along/down (current); transport; take/bring home;"
"1389","depostulav","demand, press for; require earnestly (L+S);"
"1390","depraedicav","preach against;"
"1391","depraedav","exhaust by plundering/pillaging; plunder, pillage (L+S);"
"1392","depravav","distort/deform/twist, make crooked; mislead/pervert; deprave, corrupt;"
"1393","depreciav","depreciate, lower the value of;"
"1394","deprecav","avert by prayer; entreat/pray/beg; intercede/beg pardon/mercy/relief/exemption;"
"1395","depretiav","depreciate, lower the value of;"
"1396","deproperav","hurry/hasten/make haste to complete/finish (w/INF); prepare hastily (L+S);"
"1397","depudicav","violate, dishonor; deflower, deprive of virginity (Sex);"
"1398","depugnav","fight hard/it out, do battle; fight against and kill (in arena); stop fighting;"
"1399","depulpav","grow lean/thin; lose flesh;"
"1400","depulsav","push/thrust away; push aside (L+S);"
"1401","depurgav","clean out/away (impurities), remove dirt/offal from; rid (things of); purge;"
"1402","depurav","purify; refine; clear, discharge (of debt);"
"1403","deputav","prune/cut away/back; regard/esteem; define as/assign to/classify; post/second;"
"1404","derainav","deraign; establish title; vindicate;"
"1405","derationav","prove; establish; deraign; disarrange; E:be discharged (from monastic order);"
"1406","derivav","draw/lead off (river/fluid), divert/turn aside; derive/draw on; form derivative;"
"1407","derogitav","ask urgently;"
"1408","derogav","subtract/remove/diminish/detract; disparage; repeal/set aside/modify (law);"
"1409","deruncinav","plane off, shave; cheat, fleece; deceive;"
"1410","desacrificav","dedicate as a sacrificial victim;"
"1411","desaltav","dance through; perform w/dance; represent in dance (L+S); dance the part of;"
"1412","descobinav","scrape, graze; scrape/rasp/file off/away;"
"1413","descrobav","set (jewel in setting); enchase, deeply engrave; ornament;"
"1414","desecu","sever; cut off (limb/boundary); cut/carve from/out/away; cut/reap/mow (crop);"
"1415","desiccav","dry (up), drain dry; desiccate (L+S);"
"1416","desicu","sever; cut off (limb/boundary); cut/carve from/out/away; cut/reap/mow (crop);"
"1417","desiderav","desire/want, long/wish for, request, require/need; miss, lack; lose;"
"1418","desiderav","|want to know; investigate/examine/discuss (L+S); raise the question;"
"1419","designav","mark; point/mark/trace out, outline/describe; indicate/designate/denote;"
"1420","designav","|earmark/choose; appoint, elect (magistrate); order/plan; scheme. perpetrate;"
"1421","desav","stop/end/finish, abandon/leave/break off, desist/cease; come to/at end/close;"
"1422","desolav","forsake/abandon/desert; leave alone/without; empty of people; deprive/rob;"
"1423","despectav","look over/down at, survey; overlook; rise above, overtop; despise/look down on;"
"1424","despeculav","steal/rob of a mirror;"
"1425","desperav","despair (of); have no/give up hope (of/that); give up as hopeless (of cure);"
"1426","despoliav","rob/plunder; despoil (of); strip, deprive of clothing/covering; (for flogging);"
"1427","desponsav","betroth, promise in marriage;"
"1428","despumav","skim, remove/draw froth/foam/scum (from); stop foaming, settle; deposit foam;"
"1429","desquamav","scale, remove scales/skin/surface from; peel/rub/scour/clean/scrape/shake off;"
"1430","desticav","squeak; (of the noise made by the shrew-mouse);"
"1431","destillav","drip/trickle down; wet/sprinkle; distill; have dripping off; fall bit by bit;"
"1432","destimulav","goad hard/on; stimulate (L+S);"
"1433","destinav","fix/bind/fasten down; fix (in mind), make up mind; aim/fix on target, mark out;"
"1434","destinav","|determine/intend; settle on, arrange; design; send, address, dedicate (Bee);"
"1435","destrangulav","choke, strangle; destroy;"
"1436","desubulav","make by piercing; bore in deeply (L+S);"
"1437","desudav","exert oneself;"
"1438","desudav","sweat/perspire/exude (freely); sweat, exert oneself (physical/mental effort);"
"1439","desulcav","plow up; furrow through (L+S);"
"1440","desultav","leap down (into/onto);"
"1441","detensav","shear off;"
"1442","deteriorav","make worse; deteriorate;"
"1443","deteriorav","deteriorate, make worse;"
"1444","determinav","delimit/bound, set bounds to; fix temporal limits of; confine within limits;"
"1445","determinav","|define; designate, mark out; determine linear extent of; conclude/end/settle;"
"1446","detonu","thunder, thunder down/forth; roar out; expend one's thunder, exhaust one's rage;"
"1447","detonu","|cease thundering/raging;"
"1448","detonsav","clip, shear, crop/prune; shear off (wool), strip off (foliage), cut off/short;"
"1449","detornav","turn, make by turning on lathe;"
"1450","detorsav","shear off;"
"1451","detractav","refuse (to undertake/undergo), decline, reject, evade, recoil from;"
"1452","detractav","|disparage/belittle, speak/write slightingly of; reduce/depreciate/detract from;"
"1453","detrectav","refuse (to undertake/undergo), decline, reject, evade, recoil from;"
"1454","detrectav","|disparage/belittle, speak/write slightingly of; reduce/depreciate/detract from;"
"1455","detriumphav","conquer; triumph over;"
"1456","detruncav","mutilate, cut pieces from; lop off, cut off; remove branches from; maim; behead;"
"1457","deturbav","upset/topple, bring tumbling down; dislodge; strike/beat to ground;"
"1458","deturbav","|drive/pull/knock/cast/thrust/strike down/off; deprive of;"
"1459","deturpav","disfigure, ruin appearance of; discredit; disparage; defile;"
"1460","devastav","devastate, lay waste (territory/people); ravage; slaughter;"
"1461","devectav","carry away;"
"1462","develav","uncover; unveil (L+S);"
"1463","devenustav","disfigure; mar the beauty of; deform (L+S);"
"1464","deverberav","thrash; flog/whip soundly; cudgel/beat soundly (L+S);"
"1465","deversitav","turn aside and linger (over); put up at an inn (L+S); dwell upon;"
"1466","devexav","drag about; pull this way and that; harass/harry/vex/trouble;"
"1467","devexav","|ravage/plunder; tear/rend/pull/rip apart/asunder, destroy (L+S);"
"1468","deviav","detour; stray; depart;"
"1469","devirginav","deflower, deprive of virginity; violate, ravish; grow up, quit youth (PASS L+S);"
"1470","devitav","avoid; get/keep clear of; shun (L+S); go out of the way of; dodge/duck/evade;"
"1471","devocav","call down (from above); call away/off, summon/divert (from activity/situation);"
"1472","devocav","|call; sue; impede; disavow, deny;"
"1473","devolav","fly/swoop/drop down (on to); hurry/rush/hasten/fly down/away (to);"
"1474","devorav","devour, consume; swallow, gulp down; engulf/ingulf, absorb, drink in;"
"1475","devorav","|use up; waste; swallow, endure, put up with; repress/suppress, check (emotion);"
"1476","devotav","bewitch; put a spell on; curse;"
"1477","dibalav","blab; bleat out;"
"1478","dibucav","trumpet forth; trumpet in different direction;"
"1479","dicav","dedicate/consecrate; deify; devote; attach to another state; assign; show;"
"1480","dictitav","repeat; persist in saying, keep on saying/speaking of; say/plead/call often;"
"1481","dictav","dictate (for writing/speaking); compose; draw up; order/prescribe; fix (survey);"
"1482","dictav","|say/declare/assert repeatedly/habitually/often/frequently; reiterate; recite;"
"1483","didasculav","teach, instruct"
"1484","diffamav","defame, slander; spread news of, publish abroad/widely, publish/divulge (L+S);"
"1485","diffibulav","unfasten; unbuckle (L+S); unclasp;"
"1486","difflagitav","importune, pester; dun, press, beset;"
"1487","difflav","blow away, scatter/disperse by blowing; blow apart (L+S);"
"1488","diffluviav","divide and spread out; split (L+S); divide/branch (into two streams);"
"1489","diffreg","shatter; break up/apart/in pieces;"
"1490","diffugav","scatter, disperse, dispel; put to flight; rout;"
"1491","diffulgurav","scatter lightning/thunderbolts around/abroad;"
"1492","diffulminav","scatter (as) with a thunderbolt/lightning;"
"1493","diffumigav","fumigate;"
"1494","diffunditav","dissipate; squander, waste, throw away;"
"1495","difreg","shatter; break up/apart/in pieces;"
"1496","dignav","deem/consider/think worthy/becoming/deserving/fit (to); deign, condescend;"
"1497","dignorav","distinguish; know apart, make distinction, separate;"
"1498","dijudicav","decide, settle (conflict); adjudicate/judge; distinguish (between), discern;"
"1499","dijugav","separate;"
"1500","dilacerav","tear to pieces, tear in pieces; tear apart;"
"1501","dilaminav","split in two (?);"
"1502","dilaniav","tear to pieces; shred; rend/pull asunder;"
"1503","dilapidav","bring (edifice) to partial ruin; pelt/shower w/stones;"
"1504","dilapidav","|squander; throw away; scatter like stones; consume; destroy;"
"1505","dilatav","widen/broaden, expand/enlarge/extend/spread/dilate; prolong; flatten/roll out;"
"1506","dilatav","|exaggerate, magnify; fill out; express more fully; pronounce more broadly;"
"1507","dilaudav","praise expansively/widly/highly/much/in all respects; be grateful to (Ecc);"
"1508","dilaxav","stretch apart;"
"1509","diligav","bind fast, tie (up), fasten; make fast by tying; bandage; tie (bandage);"
"1510","dilinav","disturb, harass; torment mentally;"
"1511","diloricav","tear/pull apart/open; (of garment covering breast);"
"1512","diluculavi","it dawns, it becomes/grows light;"
"1513","diluviav","flood, inundate; deluge (L+S);"
"1514","dimanav","run/flow down; percolate; flow different ways (L+S); descend; descend from;"
"1515","dimetav","measure out; mark out; fix the limits;"
"1516","dimicav","fight, battle; struggle/contend/strive; brandish weapons; be in conflict/peril;"
"1517","dimicu","fight, battle; struggle/contend/strive; brandish weapons; be in conflict/peril;"
"1518","dimidiav","halve, divide in half/two; divide into two equal parts (L+S);"
"1519","dinotav","mark with a distinctive label;"
"1520","dinumerav","count, calculate (number of); enumerate; reckon; count/pay out (money);"
"1521","dirarav","thin out (vegetation); chop, hoe;;"
"1522","dirationav","deraign; establish title; vindicate; decide/adjudge; [~ me => clear oneself];"
"1523","dirivav","draw/lead off (river/fluid), divert/turn aside; derive/draw on; form derivative;"
"1524","disamav","love dearly;"
"1525","discapedinav","separate (the hands so as to use independently); hold hands apart (L+S);"
"1526","disceptav","dispute; debate; arbitrate;"
"1527","discordav","be at variance, quarrel; be different;"
"1528","discrepavi","it is undecided/disputed/a matter of dispute; there is a difference of opinion;"
"1529","discrepui","it is undecided/disputed/a matter of dispute; there is a difference of opinion;"
"1530","discrepav","disagree/differ/vary; have differences/discrepancies/difference of opinion;"
"1531","discrepav","|be out of tune; differ in sound; be out of harmony/inconsistent with;"
"1532","discrepu","disagree/differ/vary; have differences/discrepancies/difference of opinion;"
"1533","discrepu","|be out of tune; differ in sound; be out of harmony/inconsistent with;"
"1534","discriminav","divide up, separate;"
"1535","discruciav","torture;"
"1536","disculciav","unshoe; remove the shoe from;"
"1537","disgregav","separate; divide; disperse, scatter, divide; rend asunder; break up;"
"1538","disjugav","separate;"
"1539","dismembrav","dismember; separate, break up; distribute;"
"1540","disparav","separate, divide;"
"1541","dispensav","manage; dispense, distribute; pay out; arrange;"
"1542","dispoliav","rob/plunder; despoil (of); strip, deprive of clothing/covering; (for flogging);"
"1543","disponsav","give in marriage; (desponso);"
"1544","disputav","discuss, debate, argue;"
"1545","disrarav","thin out (vegetation); chop, hoe;;"
"1546","disrationav","deraign; put into disorder; disarrange; be discharged from order (eccles.);"
"1547","dissecav","dissect;"
"1548","dissecav","cut apart; cut in pieces; dismember, dissect;"
"1549","disseminav","broadcast, disseminate;"
"1550","dissertav","discuss;"
"1551","dissicav","cut apart; cut in pieces; dismember, dissect;"
"1552","dissignav","mark; point/mark/trace out, outline/describe; indicate/designate/denote;"
"1553","dissignav","|earmark/choose; appoint, elect (magistrate); order/plan; scheme. perpetrate;"
"1554","dissilav","be torn apart;"
"1555","dissimulav","conceal, dissemble, disguise, hide; ignore;"
"1556","dissipav","scatter, disperse, dissipate, squander; destroy completely; circulate;"
"1557","dissociav","be/set at variance with, split into factions, separate, part;"
"1558","dissultav","fly or burst apart; bounce off;"
"1559","dissupav","scatter, squander; destroy completely; circulate; (alt. form of dissipo);"
"1560","disterminav","divide from, serve as boundary; divide up; mark off w/boundary; separate from;"
"1561","distillav","drip/trickle down; wet/sprinkle; distill; have dripping off; fall bit by bit;"
"1562","distimulav","goad hard/on; stimulate (L+S);"
"1563","disturbav","disturb, demolish, upset;"
"1564","ditav","enrich;"
"1565","dittav","repeat; declare;"
"1566","divaricav","stretch apart, spread out;"
"1567","diverberav","split; strike violently;"
"1568","diversificav","vary, be different; diversify;"
"1569","diversav","turn around; diversify;"
"1570","divexav","drag about; pull this way and that; harass/harry/vex/trouble;"
"1571","divexav","|ravage/plunder; tear/rend/pull/rip apart/asunder, destroy (L+S);"
"1572","divinav","divine; prophesy; guess;"
"1573","divulgav","publish, disseminate news of;"
"1574","ded","give; dedicate; sell; pay; grant/bestow/impart/offer/lend; devote; allow; make;"
"1575","ded","|surrender/give over; send to die; ascribe/attribute; give birth/produce; utter;"
"1576","dogmatizav","propound a dogma; dogmatize(Latham);"
"1577","dolav","hew/chop into shape, fashion/devise; inflict blows, batter/cudgel soundly, drub;"
"1578","dominav","be master/despot/in control, rule over, exercise sovereignty; rule/dominate;"
"1579","domitav","tame, break in;"
"1580","domu","subdue, master, tame; conquer;"
"1581","donav","present, grant; forgive; give (gifts), bestow;"
"1582","dormitav","feel sleepy, drowsy; do nothing;"
"1583","dotav","provide with a dowry, endow;"
"1584","dubitav","doubt; deliberate; hesitate (over); be uncertain/irresolute;"
"1585","ductav","lead;"
"1586","duellav","duel;"
"1587","dulcav","sweeten;"
"1588","dulcorav","sweeten;"
"1589","duplicav","double, bend double; duplicate; enlarge;"
"1590","durav","harden, make hard; become hard/stern; bear, last, remain, continue; endure;"
"1591","ebullav","spout out; chatter about; burst/break/send out; [animam ~ => expire];"
"1592","ebullav","|bubble; boil-up; produce in abundance;"
"1593","ecfav","demarcate in words areas/boundaries for augury signs might be observed (PASS);"
"1594","edissertav","relate, expound; explain;"
"1595","edid","eject/emit; put/give forth (buds); beget; bear (fruit); display/evince/exhibit;"
"1596","edid","|utter solemnly; pronounce/decree (oracle); deliver (message); issue (command);"
"1597","edid","||publish; disclose, tell, relate, make known; declare, make formal statement;"
"1598","edid","|||cause; see birth of; be birthplace/breeding ground of; debouch (river PASS);"
"1599","edid","||||bring forth,  produce/yield (crops), give birth to (often PASS PERF VPAR);"
"1600","edid","|||||notify of suit; nominate for jury; appoint/set (a time); bring witnesses;"
"1601","edid","||||||present (documents for inspection; put on (play); hold (banquet); uplift;"
"1602","edolav","hack, hew, hew out; form by hacking; plane (Ecc);"
"1603","edomu","subdue/tame thoroughly/completely, subjugate/conquer/vanquish;"
"1604","edomu","|master (vices); overcome (difficulties); bring (land /plants)under cultivation;"
"1605","educav","bring up; train; educate; rear;"
"1606","edulcorav","sweeten;"
"1607","effeminav","weaken, enervate, make effeminate, emasculate, unman;"
"1608","efferav","make wild/savage/barbaric; brutalize; exasperate;"
"1609","effigiav","form; fashion; portray;"
"1610","efflagitav","request, demand, insist, ask urgently;"
"1611","efflav","blow or breathe out; breathe one's last;"
"1612","effav","demarcate in words areas/boundaries for augury signs might be observed (PASS);"
"1613","efformav","form, shape, fashion;"
"1614","effrenav","unbridle, let loose; remove or slacken the reins of a horse;"
"1615","effugav","drive away (from); frighten off, deter; drive/send into exile;"
"1616","eierav","refuse upon/reject by oath; abjure, resign, abdicate, renounce;"
"1617","ejectav","cast out;"
"1618","ejulav","wail, lament;"
"1619","eiurav","abjure; resign; reject on oath (of a judge); forswear, disown;"
"1620","elaborav","take pains, exert oneself; bestow care on;"
"1621","electrificav","electrify;"
"1622","electrisav","charge;"
"1623","elevav","lift up, raise; alleviate; lessen; make light of;"
"1624","eliminav","carry out of doors; [w/dicta => to blab];"
"1625","elimav","make/remove by filing; polish w/file; file off; produce/write w/care/polish;"
"1626","eliquav","refine (an industrial product);"
"1627","elonginquav","remove;"
"1628","elongav","withdraw, depart; remove; keep aloof;"
"1629","elucidav","light; enlighten;"
"1630","elucubrav","compose at night; burn the midnight oil over, spend the night working;"
"1631","emaculav","cleanse of stains/spots, make clean; heal; correct/clear from faults (Erasmus);"
"1632","emancipav","emancipate (son from his father's authority); alienate; make subservient;"
"1633","emanav","flow out; arise, emanate from, become known;"
"1634","emendicav","beg, solicit, obtain by begging;"
"1635","emendav","correct, emend, repair; improve, free from errors;"
"1636","emicu","leap/dash/bolt/jump/spurt/burst/break/shine out; spring/dart/shoot forth/up;"
"1637","emicu","|appear suddenly/quickly; make sudden movement up/out; give a jump; stand out;"
"1638","emigrav","move out; depart;"
"1639","emplastrav","bud (trees);"
"1640","emundav","clean thoroughly, free of dirt/impurity; make quite clean (L+S); cleanse/purify;"
"1641","enarrav","describe; explain/relate in detail;"
"1642","enatav","escape by swimming;"
"1643","enavigav","sail forth/away, put out to sea; sail clear (of obstacles) sail across; swim;"
"1644","encaeniav","consecrate; put on something new;"
"1645","enecav","kill/slay; deprive of life; kill off; exhaust/wear out, plague/torture to death;"
"1646","enecu","kill/slay; deprive of life; kill off; exhaust/wear out, plague/torture to death;"
"1647","enervav","weaken, enervate; make effeminate; deprive of vigor; cut/remove sinews from;"
"1648","enicav","kill/slay; deprive of life; kill off; exhaust/wear out, plague/torture to death;"
"1649","enicu","kill/slay; deprive of life; kill off; exhaust/wear out, plague/torture to death;"
"1650","enav","swim out;"
"1651","enodav","make clear;"
"1652","enubilav","make clear;"
"1653","enucleav","take out the kernel/nut, shell; explain in detail;"
"1654","enumerav","count up, pay out; specify, enumerate;"
"1655","enuntiav","reveal; say; disclose; report; speak out, express, declare;"
"1656","enuntiav","reveal/divulge/make known/disclose; speak out, express/state/assert; articulate;"
"1657","ev","go, walk; march, advance; pass; flow; pass (time); ride; be in the middle;"
"1658","epitomav","abridge, epitomize;"
"1659","epotav","drink down/up, quaff, drain; absorb; swallow/suck up; empty (vessel); engulf;"
"1660","epotav","drink down/up, quaff, drain; absorb; swallow/suck up; empty (vessel); engulf;"
"1661","equitav","ride (horseback);"
"1662","eradicav","root out,eradicate;"
"1663","erogav","pay out, expend;"
"1664","errav","wander, go astray; make a mistake, err; vacillate;"
"1665","eructav","bring up noisily; discharge violently;"
"1666","erugav","take wrinkles/creases from;"
"1667","essentificav","make real; endow with essence;"
"1668","essoniav","essoin, excuse court absence;"
"1669","estimav","value; estimate;"
"1670","evacuav","empty (vessel); purge, evacuate (bowels);"
"1671","evaginav","unsheathe;"
"1672","evangelizav","preach/declare/proclaim (the Gospel); evangelize, win to Gospel by preaching;"
"1673","evastav","devastate;"
"1674","eventilav","winnow thoroughly; fan away; fan (L+S); set in motion (air);"
"1675","everberav","beat violently;"
"1676","evigilav","be wakeful; watch throughout the night; devise or study with careful attention;"
"1677","evirav","deprive of virility; weaken;"
"1678","evitav","shun, avoid;"
"1679","evocav","call forth; lure/entice out; summon, evoke;"
"1680","evolav","fly away, fly up/out/forth; rush out/forth;"
"1681","evulgav","make public, divulge;"
"1682","exacerbav","irritate/exasperate, enrage/provoke; aggravate/make worse; grieve, afflict;"
"1683","exaedificav","complete the building of, construct;"
"1684","exaequav","equalize, make equal; regard as equal; be equal (to);"
"1685","exaestuav","boil up; seethe, rage;"
"1686","exaggerav","heap up, accumulate; magnify;"
"1687","exagitav","drive out; stir up, disturb continually, harass; attack, scold, discuss;"
"1688","exaltav","exalt, elevate, raise; praise; deepen;"
"1689","examinav","weigh, examine, consider;"
"1690","exanimav","kill, deprive of life; scare, alarm greatly; tire, exhaust; be out of breath;"
"1691","exantlav","exhaust; endure; bar; suffer much from toil;"
"1692","exarmav","disarm, deprive of weapons/arms; weaken, deprive of military strength;"
"1693","exarmav","|dismantle/remove ship's tackle; deprive beasts of their natural weapons;"
"1694","exarav","plow or dig up; plow; note down (by scratching the wax on the tablets);"
"1695","exasperav","roughen; irritate;"
"1696","exatiav","satisfy, satiate; glut;"
"1697","exauctorav","release or dismiss from military service;"
"1698","excaecav","blind (completely), confuse/hide/obscure; dull/dim; block channel; de-eye plant;"
"1699","excalceav","remove the shoes from;"
"1700","excalciav","remove the shoes from;"
"1701","excardinav","excardinate; (transfer of cleric to another diocese/consecrated life);"
"1702","excarnificav","torture, punish; torment/torture mentally; hack/cut/tear to pieces (L+S);"
"1703","excavav","hollow/scoop out, make hollow; produce/make/form by excavation/hollowing out;"
"1704","exceptav","take out, take up; inhale, take (to oneself);"
"1705","excerebrav","brain, bash the head in; deprive of brains; make senseless; stupefy;"
"1706","excitav","wake up, stir up; cause; raise, erect; incite; excite, arouse;"
"1707","exclamav","exclaim, shout; cry out, call out;"
"1708","excogitav","think out; devise, invent, contrive;"
"1709","excommunicav","excommunicate; (exclude Catholic from communion w/faithful);"
"1710","excoriav","strip of skin/covering; flay, skin, strip;"
"1711","excruciav","torture; torment;"
"1712","excubu","sleep/lie in the open/out of doors; keep watch; be attentive;"
"1713","exculcav","trample down;"
"1714","excusav","excuse/justify/explain; make excuse for/plead as excuse; allege; absolve/exempt;"
"1715","excussav","excuse/justify/explain; make excuse for/plead as excuse; allege; absolve/exempt;"
"1716","execu","cut out/off; remove/make (hole) by cutting; cut, make cut in; castrate;"
"1717","exemplav","adduce/serve as example/model/pattern; form after a pattern;"
"1718","exenterav","disembowel;"
"1719","exercitav","practice, exercise, train hard, keep at work;"
"1720","exerrav","wander off (from one's course);"
"1721","exertav","stretch out; uncover;"
"1722","exhalav","breathe out; evaporate; die;"
"1723","exhereditav","disinherit;"
"1724","exheredav","disinherit;"
"1725","exhilarav","gladden, cheer; brighten, spruce up, enhance appearance;"
"1726","exhonorav","dishonor; despise;"
"1727","exhortav","encourage;"
"1728","exiccav","dry up; empty (vessel);"
"1729","exicu","cut out/off; remove/make (hole) by cutting; cut, make cut in; castrate;"
"1730","existimav","value/esteem; form/hold opinion/view; think/suppose; estimate; judge/consider;"
"1731","existumav","value/esteem; form/hold opinion/view; think/suppose; estimate; judge/consider;"
"1732","exoculav","blind, put out/deprive of eyes/sight;"
"1733","exonerav","unload, disburden, discharge;"
"1734","exoptav","long for;"
"1735","exorbitav","derail;"
"1736","exorcizav","exorcise;"
"1737","exornav","furnish with, adorn, embellish;"
"1738","exorav","persuade, obtain/win over by entreaty, prevail upon; beg, plead, entreat;"
"1739","exosculav","kiss;"
"1740","exossav","bone/de-bone, take out the bones, filet;"
"1741","expalpav","coax out;"
"1742","expectav","await, expect; anticipate; hope for;"
"1743","expectorav","banish from mind;"
"1744","expilav","plunder, rob, despoil;"
"1745","expiav","expiate, atone for; avert by expiatory rites;"
"1746","expirav","breathe out; exhale; expire; die; cease;"
"1747","explanav","explain;"
"1748","explantav","uproot, pull up/out/off (plant/shoot); cast out (Ecc);"
"1749","explicav","unfold, extend; set forth, display, exhibit, explain, disentangle;"
"1750","explicu","unfold, extend; set forth, explain;"
"1751","explorav","search out, explore; test, try out; reconnoiter, investigate;"
"1752","expoliav","plunder;"
"1753","exportav","export, carry out;"
"1754","expostulav","demand, call for, remonstrate, complain about;"
"1755","exprobrav","reproach, upbraid, reprove; bring up as reproach (against person DAT);"
"1756","expugnav","assault, storm; conquer, plunder; accomplish; persuade;"
"1757","expurgav","cleanse, purify; exculpate;"
"1758","exsatiav","satisfy, satiate; glut;"
"1759","exsaturav","satisfy, sate, glut;"
"1760","exscreav","cough out/up;"
"1761","exsecu","cut out/off; remove/make (hole) by cutting; cut, make cut in; castrate;"
"1762","exsertav","stretch out; uncover;"
"1763","exsiccav","dry up; empty (vessel);"
"1764","exsicu","cut out/off; remove/make (hole) by cutting; cut, make cut in; castrate;"
"1765","exspectav","lookout for, await; expect, anticipate, hope for;"
"1766","exspirav","breathe out, exhale; expire; cease, die;"
"1767","exspoliav","pillage, rob, plunder;"
"1768","exsternav","terrify greatly, frighten; madden;"
"1769","exstimulav","goad; stimulate;"
"1770","exstirpav","root out, extirpate; pull/pluck out/up by roots; eradicate root and branch;"
"1771","exsudav","exude; sweat out;"
"1772","exsufflav","blow at/upon; blow away;"
"1773","exsuflav","blow at/upon; blow away; (exsufflo with 1 f - Whitaker);"
"1774","exsulav","be exile, live in exile; be banished; be a stranger;"
"1775","exsultav","rejoice; boast; exalt; jump about, let oneself go;"
"1776","exsuperav","excel; overtop; surpass; overpower;"
"1777","exsurdav","deafen; make dull or blunt (taste);"
"1778","exsuscitav","awaken; kindle; stir up, excite;"
"1779","extenterav","cut open;"
"1780","extenuav","make thin; diminish;"
"1781","exterminav","banish, expel; dismiss;"
"1782","externav","terrify greatly, frighten; madden;"
"1783","extimulav","goad; stimulate;"
"1784","extit","stand out or forth, project be visible, exist, be on record;"
"1785","extricav","disentangle, extricate, free;"
"1786","exturbav","drive away, put away a wife;"
"1787","exuberav","surge or gush up; be abundant, be fruitful;"
"1788","exudav","exude; sweat out;"
"1789","exulav","be exile, live in exile; be banished; be a stranger;"
"1790","exultav","jump about; let oneself go; exult;"
"1791","exululav","invoke with howls;"
"1792","exundav","gush forth; overflow with;"
"1793","exuperav","excel; overtop; surpass; overpower;"
"1794","fabricav","build/construct/fashion/forge/shape; train; get ready (meal); invent/devise;"
"1795","fabulav","talk (familiarly), chat, converse; invent a story, make up a fable;"
"1796","factitav","do frequently, practice;"
"1797","faenerav","lend money at interest; make interest/profit; invest/finance/supply; borrow;"
"1798","falsificav","falsify;"
"1799","falsav","falsify;"
"1800","fanav","dedicate; consecrate;"
"1801","fascinav","cast a spell on, bewitch;"
"1802","fastigav","make pointed; slope to point; exalt to high;"
"1803","fastigav","|exhaust; intoxicate;"
"1804","fatigav","weary, tire, fatigue; harass; importune; overcome;"
"1805","febricitav","have fever, be feverish, be ill of a fever;"
"1806","fecundav","make fertile/fruitful;"
"1807","fefellav","be failed(by); be disappointed(with);"
"1808","fellatav","suck (milk) (from); fellate, practice fellatio; (active participant);"
"1809","fellicav","suck (milk) (from); fellate, practice fellatio; (active participant);"
"1810","fellitav","suck (milk) (from); fellate, practice fellatio; (active participant);"
"1811","fellav","suck (milk) (from); fellate, practice fellatio; (active participant);"
"1812","felav","suck (milk) (from); fellate, practice fellatio; (active participant);"
"1813","fenerav","lend money at interest; make interest/profit; invest/finance/supply; borrow;"
"1814","feoffav","enfeoff, infeft (Scot.); invest with fief; put in legal possession;"
"1815","feriav","rest from work/labor; keep/celebrate holiday; be idle; abstain from;"
"1816","feritav","strike, deal blows; fight;"
"1817","fermentav","leaven; cause fermentation in; aerate (soil);"
"1818","ferruminav","cement, solder; glue; bind;"
"1819","feruminav","cement, solder; glue; bind;"
"1820","festinav","hasten, hurry;"
"1821","fetificav","breed/spawn; hatch/bring forth offspring/young;"
"1822","fetav","breed/spawn; hatch/bring forth offspring/young; impregnate, make fruitful (L+S);"
"1823","fibulav","join; bond; knit together; fasten; buckle up/together;unfasten; unbuckle;"
"1824","figurav","form, fashion, shape;"
"1825","firmav","strengthen, harden; support; declare; prove, confirm, establish;"
"1826","flagellav","flog, whip, lash, scourge; strike repeatedly; thresh/flail (grain); ""whip up"";"
"1827","flagitav","demand urgently; require; entreat, solicit, press, dun, importune;"
"1828","flagrav","be on fire; blaze, flame, burn; be inflamed/excited;"
"1829","flammigerav","flame; blaze;"
"1830","flammav","inflame, set on fire; excite;"
"1831","flav","breathe; blow;"
"1832","fluctuav","rise in waves, surge, swell, undulate, fluctuate; float; be agitated/restless;"
"1833","fluitav","float; flow; waver;"
"1834","focillav","warm up, refresh by warmth;"
"1835","focilav","revive, restore to health/consciousness; keep alive; cherish, tend, foster;"
"1836","fodicav","dig, jog; [w/latus => dig in the ribs];"
"1837","foederav","seal; ratify (an agreement); establish by treaty/league (L+S);"
"1838","foedav","defile; pollute; soil, stain, make filthy/unclean; contaminate; corrupt;"
"1839","foedav","|disgrace/dishonor; bring shame, discredit; sully/besmirch (person/reputation);"
"1840","foedav","||disfigure, mar, spoil appearance/brightness/clearness/purity of; darken, dim;"
"1841","foedav","|||make (punishment) horrible/barbarous; mangle/hack/mutilate, ravage (land);"
"1842","foetificav","breed/spawn; hatch/bring forth offspring/young;"
"1843","foetav","breed/spawn; hatch/bring forth offspring/young; impregnate, make fruitful (L+S);"
"1844","formidav","dread, fear, be afraid of; be afraid for (the safety of) (w/DAT);"
"1845","formav","form, shape, fashion, model;"
"1846","fornicav","fornicate; commit fornication/whoredom; prostitute/devote to unworthy use (Def);"
"1847","fortificav","strengthen, fortify, make strong;"
"1848","fortunav","make happy, bless, prosper;"
"1849","fragrav","smell strongly;"
"1850","fraudav","cheat/defraud/swindle; deprive deceitfully; baffle, make ineffectual; dishonor;"
"1851","fraudav","|embezzle, take (money) dishonestly, steal; violate; evade/trick intent of law;"
"1852","frenav","brake, curb, restrain, check;"
