"","V1","V2"
"777","decuss","shake/strike/knock/force down/off/aside (from upright); dislodge; overturn;"
"778","dedecui","be unsuitable/unbecoming to; bring disgrace/dishonor upon; (also TRANS);"
"779","dedix","deny, refuse; contradict;"
"780","dedidic","unlearn, forget, put out of one's mind; lose the habit of, forget (how to);"
"781","dedid","give up/in, surrender; abandon/consign/devote (to); yield, hand/deliver over;"
"782","dedux","lead/draw//pull/bring/stretch down/away/out/off; escort; eject/evict (claimant);"
"783","dedux","|divert/draw (water); draw (sword); spin; deduct/reduce/lessen; describe; deduce"
"784","dedux","|launch/bring downstream (ship); remove (force); entice; found/settle (colony);"
"785","defend","defend/guard/protect, look after; act/speak/plead/write for defense; prosecute;"
"786","defend","|repel, fend/ward off, avert/prevent; support/preserve/maintain; defend (right);"
"787","defervefec","boil thoroughly (liquids/solids); seethe, cause to boil (L+S);"
"788","deferbu","come to full boil; cease boiling, cool off (fermentation); calm down, subside;"
"789","deferv","come to full boil; cease boiling, cool off (fermentation); calm down, subside;"
"790","defervu","come to full boil; cease boiling, cool off (fermentation); calm down, subside;"
"791","defec","fail/falter; run short/out; grow weak/faint; come to end; revolt/rebel, defect;"
"792","defec","|pass away; become extinct, die/fade out; subside/sink; suffer eclipse, wane;"
"793","defec","fail, disappoint, let down; leave without a sufficiency; cease to be available;"
"794","defec","|(PASS) be left without/wanting, lack; have shortcomings; L:come to nothing;"
"795","defix","sink/bury/stick/thrust (weapon); fasten, fix, plant, embed; attach/affix;"
"796","defix","|declare firmly/unalterably; bewitch/enchant/curse (stick pin in wax);"
"797","defix","|focus (thoughts/eyes); dumbfound, astonish/stupefy, fix w/glance; censure;"
"798","defid","split down the whole length;"
"799","definx","mold into shape; fashion, form (L+S);"
"800","deflex","bend/turn aside/off; deviate/change one's course; digress (speech); alter pitch;"
"801","deflex","bend downwards; bend (bow); turn (aside), change course/direction of; deflect;"
"802","deflex","|divert, distract; turn one's eyes; modify/twist (words/ideas); round (point);"
"803","defloru","drop/shed blossoms/petals (before bearing fruit); fade, wither, decay, decline;"
"804","deflux","flow/glide/run down; descend/fall; flow/stream away; float/swim/row downstream;"
"805","deflux","|flow/drain/die/melt/slip away, fade/disappear; originate/stem, be derived from;"
"806","defod","bury; put/send/cause to go underground; dig down/deep/into soil; plant/insert;"
"807","defod","|make fast/set up in ground (part burying); embed; hide; dig up; excavate; dig;"
"808","defremu","quiet down, finish/end making noise; (public indignation); cease raging/roaring;"
"809","defrix","cool off; grow cold (L+S);"
"810","defreng","break off; remove by breaking; break to pieces (L+S); destroy;"
"811","defug","escape from/make one's escape/flee; keep clear of (responsibility/liability);"
"812","defug","flee, escape, run/move away (from), make one's escape from; avoid (strongly);"
"813","defud","pour out/away/off/down; discharge; shed; empty/pour out; wet by pouring;"
"814","defutu","indulge in promiscuous sexual intercourse with (woman); copulate freely (rude);"
"815","degess","remove; carry off/away (to a destination);"
"816","deglups","skin, flay; strip (w/ABL) (of a coating); peel/skin/husk (L+S);"
"817","deg","spend/bide one's time in; wait; remain alive, live on, endure; continue;"
"818","deg","spend/pass (time); spend/bide one's time in; carry on, wage; conduct away?;"
"819","dehiv","gape/yawn/split open; part/divide, develop/leave a gap/leak; be/become apart;"
"820","dejec","throw/pour/jump/send/put/push/force/knock/bring down; cause to fall/drop; hang;"
"821","dejec","|overthrow, bring down, depose; kill, destroy; shoot/strike down; fell (victim);"
"822","dejec","|unhorse; let fall; shed; purge/evacuate bowel; dislodge/rout; drive/throw out;"
"823","dejec","throw/pour/jump/send/put/push/force/knock/bring down; cause to fall/drop; hang;"
"824","dejec","|overthrow, bring down, depose; kill, destroy; shoot/strike down; fell (victim);"
"825","dejec","|unhorse; let fall; shed; purge/evacuate (bowel); dislodge/rout; drive/throw out"
"826","dejunx","separate, unyoke; release (from activity);"
"827","delamb","lick all over; lick off (L+S); lick;"
"828","delibu","besmear; anoint with a liquid;"
"829","deleg","pick/pluck off, cull; choose, select,  levy (soldiers), enroll; conduct a levy;"
"830","deliv","smear/daub/anoint (with); obliterate, smudge/blot out; daub w/owner mark (pig);"
"831","deliqu","fail (duty), be wanting/lacking, fall short; offend/do wrong/err/commit offense;"
"832","delicu","melt away, dissolve, melt; dissipate one's energy; vanish, disappear (L+S);"
"833","delitu","hide, go in hiding/seclusion; withdraw; vanish/be concealed; take refuge/shelter"
"834","delitu","hide, go in hiding/seclusion; withdraw; vanish/be concealed; take refuge/shelter"
"835","delitu","hide; hide oneself, go into hiding; seek safety; take refuge/shelter;"
"836","delus","deceive/dupe; play false/mock/make sport; play through, complete a performance;"
"837","demers","submerge/sink; plunge/dip/immerse; set; retract; conceal; bury; overwhelm/engulf"
"838","demessu","reap, cut, mow; cut off/down (body); pick (fruit); gather; take (honey); shear;"
"839","deminu","make smaller; cut up small; lessen/diminish/reduce (size/number/amount/scope);"
"840","deminu","|weaken; curtail; impair; understate; make diminutive; take away/deduct/deprive;"
"841","demis","drop, let fall; sink; send/cast/go/flow/float/slope down; flow/shed/let (blood);"
"842","demis","|bend/stoop/bow/sag; lower (eyes); let (clothes/hair/beard) hang down;"
"843","demis","|bring/strike down; plunge/insert/thrust/plant; dismiss/demote; depose; absorb;"
"844","demis","|descend by race/birth; leave (will); let issue rest (on evidence); fell (tree);"
"845","demps","take/cut away/off, remove, withdraw; subtract; take away from;"
"846","denups","marry; marry off; (from paternal home) (of a woman); marry beneath station;"
"847","denups","marry; marry off; (from paternal home) (of a woman); marry beneath station;"
"848","depeg","drive down (into); fix into the ground (L+S);"
"849","depav","graze/feed/pasture (cattle); devour/eat up; waste/consume (w/fire); lay waste;"
"850","depul","drive/push out//off/away/aside, repel; expel; remove, wean; banish utterly;"
"851","depul","|dislodge; avert; rebut; veer away; force to withdraw/desist; turn out/dismiss;"
"852","depend","pay over/down; pay (penalty); expend (time/labor); spend, lay out; bestow;"
"853","deperdid","lose permanently/utterly (destruction); be deprived/desperate; destroy, ruin;"
"854","depinx","paint, depict, portray; describe; decorate/color w/paint; embroider;"
"855","deplanx","mourn by beating the breast; bewail, lament (L+S);"
"856","deplu","rain down; [depluta terra => drenched (L+S)];"
"857","deponefec","deposit, put down;"
"858","deposiv","put/lay down/aside/away; let drop/fall; give up; resign; deposit/entrust/commit;"
"859","deposiv","|lift off; take off (clothes); have (hair/beard/nails) cut; shed (tusks);"
"860","deposiv","||pull down, demolish; plant (seedlings); set up, place; lay to rest; fire;"
"861","deposu","put/lay down/aside/away; let drop/fall; give up; resign; deposit/entrust/commit;"
"862","deposu","|lift off; take off (clothes); have (hair/beard/nails) cut; shed (tusks);"
"863","deposu","||pull down, demolish; plant (seedlings); set up, place; lay to rest; fire;"
"864","depoposc","demand peremptorily; ask for earnestly; require; request earnestly; challenge;"
"865","deprehend","seize/catch; catch napping/redhanded; surprise/pounce on; arrest; intercept;"
"866","deprehend","|discover, discern, recognize; detect; indicate, reveal; embarrass;"
"867","deprend","seize/catch; catch napping/redhanded; surprise/pounce on; arrest; intercept;"
"868","deprend","|discover, discern, recognize; detect; indicate, reveal; embarrass;"
"869","depress","suppress/repress/depress/silence, force//weigh/keep down, disparage; sink;"
"870","depress","|humble, reduce position/fortune/value; lower pitch (sound)/brightness (color);"
"871","depromps","bring/draw out, fetch, produce (from container/store); bring/utter (info);"
"872","depsu","knead; work up into a paste; soften/dress (leather) by rubbing/squeezing;"
"873","depsu","|dishonor; have improper sex; (rude);"
"874","depudu","put off all shame; become shameless (L+S);"
"875","depupug","indicate by pricking (in accounts); mark off (L+S); designate;"
"876","deras","scrape/rub/smooth off/away (surface of); graze; shave/cut off (hair/head);"
"877","dereliqu","leave behind/abandon/discard; forsake/desert; neglect; leave derelict; bequeath;"
"878","dereps","crawl/creep/sneak down;"
"879","derigu","freeze, become/grow stiff/rigid (through fear); grow quite/very still;"
"880","derex","direct, steer, guide, align, point; set in order, form up; straighten, level;"
"881","derex","arrange/set in line/direction; align; set in order; form up, fall in (army);"
"882","derex","|mark/fix (boundary); demarcate; straighten (out); level; square (up);"
"883","derex","||point; direct (word/attention); bring proceedings; end word w/inflection;"
"884","derex","|||direct (course/steps), turn/steer/guide; propel/direct (missiles/blows);"
"885","deripu","seize/grab/snatch/take away; tear/pull off/down; remove (violently);"
"886","deros","gnaw/nibble away;"
"887","deru","fall down/off; cause to fall/collapse; throw/cast down (L+S); detract/take away;"
"888","derupu","seize/grab/snatch/take away; tear/pull off/down; remove (violently);"
"889","descend","descend, climb/march/come/go/flow/run/hang down; dismount; penetrate/sink;"
"890","descend","|stoop; demean; drop/become lower (pitch); be reduced; trace descent/come down;"
"891","descid","cut/slit down; divide (L+S), divide into two parties;"
"892","desciv","desert/defect/revolt; deviate/abandon standard/principle; degenerate; fall away;"
"893","descrips","describe/draw, mark/trace out; copy/transcribe/write; establish (law/right)"
"894","desculp","carve out, sculpt; copy by carving/graving;"
"895","desenu","die away; lose force with the passage of time; diminish by age (L+S);"
"896","deseru","leave/depart/quit/desert; forsake/abandon/give up; withdraw support, let down;"
"897","deseru","|cease to be concerned with; fail/fall short; (PASS w/ABL) be without/deprived;"
"898","desev","plant, sow;"
"899","deserps","creep over; spread over; creep down (L+S);"
"900","desed","sink/settle down, subside; sit down; defecate; be depressed; deteriorate;"
"901","desid","sink/settle down, subside; sit down; defecate; be depressed; deteriorate;"
"902","desiv","stop/end/finish, abandon/leave/break off, desist/cease; come to/at end/close;"
"903","desipu","act/be foolish; be out of one's mind/lose one's reason/lack rational thought;"
"904","destit","stop/cease/desist (from); give up, leave/stand off; dissociate oneself;"
"905","desolv","disperse, pay out (sum of money);"
"906","desprev","despise utterly/greatly/completely; disdain (L+S);"
"907","despex","look down on/over; relax attention; disdain, despise; express contempt for;"
"908","desposc","demand;"
"909","destrav","unsaddle; ungird; free from its covering;"
"910","destertu","snore off; (finish dreaming that one is); cease snoring (L+S);"
"911","destitu","fix/set (in position), set up, make fast; leave destitute/without; render void;"
"912","destitu","|desert/leave/abandon/forsake/leave in lurch; disappoint/let down; fail/give up;"
"913","destrinx","strip off, remove by cutting; strip (clothes); scrape/rub down (w/strigil);"
"914","destrinx","|scour (bowels); draw (sword); graze; touch lightly; censure/criticize/satirize;"
"915","destrux","demolish, pull/tear down; destroy, ruin; demolish/refute (arguments/evidence);"
"916",NA,"be disaccustomed; bring out of use (L+S);"
"917","desuev","forget/unlearn; become/be unaccustomed to; disaccustom; lay aside custom/habit;"
"918","desux","suck away from; suck in;"
"919","desumps","choose, pick out, select, take; pick (fight); take for/upon one's self (L+S);"
"920","desu","fasten;"
"921","desurex","rise, get up (from table); go to stool, defecate (euphemism);"
"922","desurrex","rise; rise from;"
"923","detex","uncover/disclose/reveal; expose, lay bare; fleece; unsheathe; remove; unroof;"
"924","detend","unstretch, loosen, relax; strike (tent); let down;"
"925","detentav","hold/keep back;"
"926","detepu","grow cool, cease to be lukewarm;"
"927","detriv","rub/wear/file away/down; remove, rub off/out; wear down to smooth surface;"
"928","detriv","|thresh (grain); pound; grind; chafe; impair/lessen/weaken; detract from; prune;"
"929","detexu","weave, finish weaving, weave completely; complete/finish; plait (L+S); explain;"
"930","detrax","drag/pull/strip/take down/away/off; remove; exclude, omit, cut out; subtract;"
"931","detrax","|detract (from in speech), disparage; lessen, cause diminishment/detriment;"
"932","detrax","||detach, dislodge (troops); draw (into action); demolish; abstract, derive;"
"933","detrax","|||draw off (blood); promote discharge of; force down, induce to come down;"
"934","detrus","push/thrust/drive/force off/away/aside/from/down; expel; dispossess; postpone;"
"935","detumu","subside, become less swollen; (of passions); settle down (L+S); cease swelling;"
"936","detund","bruise severely; beat (L+S);"
"937","deuss","burn down/up/thoroughly, consume; destroy/wither/blast (of cold/serpent breath);"
"938","devex","carry/convey/transport/take/remove; carry away/downstream/by sea; sail (off w/);"
"939","devex","|descend, go down (PASS); go away;"
"940","devell","pull hair from; pluck feathers; pick flowers; pluck bare, depilate; tear off;"
"941","deverr","sweep away; sweep out (L+S);"
"942","devert","divert, turn away/aside/in/off; detour/digress/branch off; lodge/put up;"
"943","devic","subdue; defeat decisively, conquer/overcome entirely;"
"944","devolv","roll/fall/tumble down; roll off; fall/sink back; fall into;"
"945","devomu","vomit out/forth; vomit up;"
"946","devert","divert, turn away/aside/in/off; detour/digress/branch off; lodge/put up;"
"947","devort","divert, turn away/aside/in; digress; separate, oppose; resort to; lodge;"
"948","dix","say, declare, state; allege, declare positively; assert; plead (case);"
"949","dix","|talk/speak; make speech; play (instrument); pronounce, articulate; utter; mean;"
"950","dix","||name/call; appoint, fix/set (date); designate, declare intention of giving;"
"951","didid","distribute, deal out, disseminate; spread, diffuse; spread abroad (L+S);"
"952","didux","divide, split, separate, sever; cause to come apart, break up; loosen (knot);"
"953","didux","|draw/lead/pull apart/aside; spread/open/space out; deploy/disperse (forces);"
"954","diffisus sum  V (3rd) SEMIDEP                                                   [XXXBO] :: distrust; despair; (w/DAT) lack confidence (in","distrust; despair; (w/DAT) lack confidence (in), despair (of); expect not;"
"955","diffid","divide (usu. on length); split/cut/break off/open; defer/put off; refute/deny;"
"956","diffinx","reshape/remold, mold/forge into different shape; remodel, transform, make anew;"
"957","difflux","flow away; waste/wear/melt away; dissolve/disappear; pass out; ramble (speaker);"
"958","diffug","scatter, disperse, dispel; flee/run away in different/several directions;"
"959","diffund","diffuse; spread/pour out/widely; bottle/draw off; squander, distribute lavishly;"
"960","diffund","|expand/enlarge; spread/extend over area/time; relax/cheer up/free of restraint;"
"961","diffutu","indulge in promiscuous sexual intercourse with (woman); copulate freely (rude);"
"962","digess","scatter/disperse; carry/move away; distribute/disseminate; divide off, separate;"
"963","digess","|lay/set out; plant/spread/branch out; arrange, organize, classify; enumerate;"
"964","digess","||dissolve, dissipate morbid matter; exercise (for health); consider maturely;"
"965","dignov","discern/distinguish/separate, recognize as distinct; make distinction;"
"966","dijunx","unyoke; disunite, sever, divide, separate, part, estrange; put asunder (Ecc);"
"967","dilibu","besmear; anoint with a liquid;"
"968","dilex","love, hold dear; value/esteem/favor; have special regard for; (milder than amo);"
"969","dilux","dawn, become/grow light; begin to shine (L+S); shine (PERF);"
"970","dilu","wash (away/off); dissolve and carry away; purge/clear/empty (bowels); drench;"
"971","dilu","|bathe/wet/moisten; temper/dilute/dissolve/weaken/thin out (w/water); dissipate;"
"972","dilu","||rebut/refute, explain away, make clear, explain, clear up (charge); diminish;"
"973","dimadu","melt away;"
"974","diminu","shatter; break; dash to pieces (L+S); violate/outrage; lessen/diminish (Ecc);"
"975","dimis","send away/off; allow to go, let go/off; disband, discharge, dismiss (soldiers);"
"976","dimis","|dissolve (assembly); part with; put away; divorce; pay off, settle (debt);"
"977","dimis","||release, set free; allow to escape/slip away; shake off/scatter/shed;"
"978","dimis","|||discontinue, renounce, abandon/forsake, forgo, give up (activity); dispatch;"
"979","dimminu","shatter; break; dash to pieces (L+S); violate/outrage; lessen/diminish (Ecc);"
"980","dinov","discern/distinguish/separate, recognize as distinct; make distinction;"
"981","diras","scratch slightly;"
"982","direx","arrange/set in line/direction; align; set in order; form up, fall in (army);"
"983","direx","|mark/fix (boundary); demarcate; straighten (out); level; square (up);"
"984","direx","||point; direct (word/attention); bring proceedings; end word w/inflection;"
"985","direx","|||direct (course/steps), turn/steer/guide; propel/direct (missiles/blows);"
"986","direm","pull/break/take apart; cleave; sort (votes); break up/dissolve (joint activity);"
"987","direm","|divide; separate/cut off/remove; delay/interrupt temporally/put off/frustrate;"
"988","direm","||cause to diverge;; draw a line/boundary; settle, impose decision on (dispute);"
"989","diripu","pull/tear apart/to pieces/away; tear asunder/to shreds; pull out/off; divert;"
"990","diripu","|grab; scramble for; snatch a share of; strive; run after, compete for (favor);"
"991","diripu","||plunder, pillage, spoil, lay waste; seize and divide; steal/rob; distress;"
"992","dirrup","cause to break apart/shatter/burst/split/rupture/disrupt; (PASS) burst/break;"
"993","dirup","cause to break apart/shatter/burst/split/rupture/disrupt; (PASS) burst/break;"
"994","diru","demolish/wreck/destroy, pull down, raze to ground; overthrow; bankrupt (L+S);"
"995","diru","|have one's pay stopped/docked (of soldier); scatter, drive asunder (L+S);"
"996","discess","go/march off, depart, withdraw; scatter, dissipate; abandon; lay down (arms);"
"997","discrev","see, discern; distinguish, separate;"
"998","discerps","pluck or tear in pieces; rend, mutilate, mangle;"
"999","discid","cut in two, divide;"
"1000","disclus","divide, separate, keep apart; shut off;"
"1001","didic","learn; hear, get to know, become acquainted with; acquire knowledge/skill of/in;"
"1002","discox","cook thoroughly;"
"1003","discrips","divide, assign, distribute;"
"1004","discubu","sit (to eat), recline at table; lie down; go to bed;"
"1005","discucurr","run off in different directions; run/dash around/about; wander; roam;"
"1006","discurr","run off in different directions; run/dash around/about; wander; roam;"
"1007","discuss","strike down; shatter, shake violently; dissipate, bring to naught; plead case;"
"1008","disdid","distribute, deal out, disseminate; spread, diffuse; spread abroad (L+S);"
"1009","disjec","break up; scatter; drive apart; separate into two halves, halve, divide;"
"1010","disjec","|ruin; destroy; rout; disperse; squander; frustrate; dispel, end;"
"1011","disjec","break up; scatter; drive apart; separate into two halves, halve, divide;"
"1012","disjec","|ruin; destroy; rout; disperse; squander; frustrate; dispel, end;"
"1013","disjunx","unyoke; disunite, sever, divide, separate, part, estrange; put asunder (Ecc);"
"1014","dispansus sum  V (3rd) SEMIDEP                                                [XXXDO] :: open/spread out; expatiat","open/spread out; expatiate, walk/roam at large/will, roam freely;"
"1015","dispul","drive apart or away; disperse;"
"1016","dispensus sum  V (3rd) SEMIDEP                                                [XXXDO] :: open/spread out; expatiat","open/spread out; expatiate, walk/roam at large/will, roam freely;"
"1017","dispensus sum  V (3rd) SEMIDEP                                                [XXXDO] :: |dispens","|dispense, weigh out; pay out;"
"1018","disperd","destroy/ruin utterly; ruin (property/fortunes/persons);"
"1019","disperdid","destroy/ruin utterly; ruin (property/fortunes/persons);"
"1020","dispers","scatter (about), disperse;"
"1021","dispescu","separate; take from pasture;"
"1022","dispex","look about (for), discover espy, consider;"
"1023","displos","burst apart;"
"1024","disposu","dispose, place here and there, distribute; set/lay out; administer/manage/order;"
"1025","disposu","|appoint, post, station; allot, assign; arrange, ordain, prescribe; regulate;"
"1026","dispunx","check-off (accounts); examine; balance (accounts);"
"1027","disrup","cause to break apart/off, shatter/burst/split, disrupt/sever; (PASS) get broken;"
"1028","dissaeps","separate, divide;"
"1029","disserav","unfasten, unbar; unlock;"
"1030","disseru","plant/sow at intervals; scatter/distribute, plant here/there; separate/part;"
"1031","disseru","arrange, dispose, set in order; discuss; examine; explain, set out in words;"
"1032","dissev","plant/sow at intervals; scatter/distribute, plant here/there; separate/part;"
"1033","dissjec","break up; scatter; drive apart; separate into two halves, halve, divide;"
"1034","dissjec","|ruin; destroy; rout; disperse; squander; frustrate; dispel, end;"
"1035","dissolv","unloose; dissolve, destroy; melt; pay; refute; annul;"
"1036","dissuev","forget, unlearn, become disaccustomed to; disaccustom (person);"
"1037","dissu","unstitch, undo the stitches of; rip apart, sever;"
"1038","distabu","waste away;"
"1039","distend","stretch (apart); spread out; distend; extend; rack; detract, perplex;"
"1040","distinx","distinguish, separate, divide, part; adorn, decorate;"
"1041","distrax","draw/pull/tear apart, wrench, separate, (sub)divide; sell in parcels; distract;"
"1042","distribu","divide, distribute, assign;"
"1043","distrinx","stretch out/apart; detain; distract; pull in different directions;"
"1044","divell","alienate/estrange; compel (persons) to part company, force away; separate from;"
"1045","divell","|tear away/open/apart, tear to pieces/in two; break up, sunder/disrupt; divide;"
"1046","divols","alienate/estrange; compel (persons) to part company, force away; separate from;"
"1047","divols","|tear away/open/apart, tear to pieces/in two; break up, sunder/disrupt; divide;"
"1048","divuls","alienate/estrange; compel (persons) to part company, force away; separate from;"
"1049","divuls","|tear away/open/apart, tear to pieces/in two; break up, sunder/disrupt; divide;"
"1050","diverr","sweep away; sweep out (L+S);"
"1051","divert","separate; divert, turn away/in; digress; oppose; divorce/leave marriage;"
"1052","divis","divide; separate, break up; share, distribute; distinguish;"
"1053","divort","separate; divert, turn away/in; digress; oppose; divorce/leave marriage;"
"1054","dux","lead, command; think, consider, regard; prolong;"
"1055","ebib","drink up, drain; absorb; squander;"
"1056","ecfloru","blossom forth; burst into flower; bloom (Ecc); flourish;"
"1057","ecfloru","blossom forth; burst into flower; bloom (Ecc); flourish;"
"1058","ecfug","flee/escape; run/slip/keep away (from), eschew/avoid; baffle, escape notice;"
"1059","ecfud","pour out/away/off; allow to drain; shower; volley (missiles); send/stream forth;"
"1060","ecfud","|shed (blood/tears); discharge (vomit/urine), debouch, emit; flow out, overflow;"
"1061","ecfud","||break out; bear/yield/bring forth; expend/use up; unseat, eject/drop/discard;"
"1062","ecfud","|||stretch/spread out, extend; spread (sail); loosen/slacken/fling, give rein;"
"1063","edix","proclaim, declare; appoint;"
"1064","edidic","learn by heart; commit to memory; study; get to know;"
"1065","edisseru","set forth in full, relate at length, dwell upon; unfold, explain, tell;"
"1066","ed","eat/consume/devour; eat away (fire/water/disease); destroy; spend money on food;"
"1067","ed","eat/consume/devour; eat away (fire/water/disease); destroy; spend money on food;"
"1068","edux","lead out; draw up; bring up; rear;"
"1069","efferbu","boil up, seethe; effervesce; become greatly excited;"
"1070","effec","bring about; effect, execute, cause; accomplish; make, produce; prove;"
"1071","effinx","fashion, form, mold; represent, portray, depict; copy; wipe away;"
"1072","efflix","destroy;"
"1073","effloru","blossom forth; burst into flower; bloom (Ecc); flourish;"
"1074","effloru","blossom forth; burst into flower; bloom (Ecc); flourish;"
"1075","efflux","flow out, flow forth; disappear, vanish, escape; be forgotten;"
"1076","effod","dig out, excavate; gouge out;"
"1077","effreg","break open; smash; break in;"
"1078","effug","flee/escape; run/slip/keep away (from), eschew/avoid; baffle, escape notice;"
"1079","effud","pour out/away/off; allow to drain; shower; volley (missiles); send/stream forth;"
"1080","effud","|shed (blood/tears); discharge (vomit/urine), debouch, emit; flow out, overflow;"
"1081","effud","||break out; bear/yield/bring forth; expend/use up; unseat, eject/drop/discard;"
"1082","effud","|||stretch/spread out, extend; spread (sail); loosen/slacken/fling, give rein;"
"1083","effutu","wear out with sexual intercourse; squander on debauchery;"
"1084","egess","carry or bear out, discharge, utter;"
"1085","eic","accomplish, perform, bring about, cause;"
"1086","ejec","cast/throw/fling/drive out/up, extract, expel, discharge, vomit; out (tongue);"
"1087","ejec","cast/throw/fling/drive out/up, extract, expel, discharge, vomit; out (tongue);"
"1088","elangu","begin to lose one's vigor, droop, flag; slacken, relax;"
"1089","elicu","draw/pull out/forth, entice, elicit, coax;"
"1090","elis","strike or dash out; expel; shatter; crush out; strangle; destroy;"
"1091","eleg","pick out, choose;"
"1092","elinx","lick clean; lick up (Ecc);"
"1093","elus","elude, escape from; parry; baffle; cheat; frustrate; mock, make fun of;"
"1094","elu","wash clean; wash away, clear oneself (of);"
"1095","emarcu","shrink/decay/wither/dwindle/pine away; disappear (L+S); [~ cor meum => fainted];"
"1096","emers","rise up out of the water, emerge; escape; appear; arrive;"
"1097","emis","hurl; let go; utter; send out; drive; force; cast; discharge; expel; publish;"
"1098","em","buy; gain, acquire, obtain;"
"1099","emunx","wipe the nose; trick, swindle;"
"1100","enitu","become bright, gleam; stand out;"
"1101","enups","marry out of ones rank/outside one's community (women); marry and leave home;"
"1102","eras","scrape away/clean/smooth, pare; erase/delete; erase/strike (name in disgrace);"
"1103","erex","raise, erect, build; rouse, excite, stimulate;"
"1104","eripu","snatch away, take by force; rescue;"
"1105","erubu","redden, blush, blush at; blush for shame, be ashamed of;"
"1106","erup","burst/pop (abscess/boil); cause (swelling) to burst; become dislocated (limb);"
"1107","erup","|break out (of); burst/sally/spring/issue forth/out/on; sprout; erupt;"
"1108","eru","pluck/dig/root up, overthrow, destroy; elicit;"
"1109","escend","ascend, go up, mount;"
"1110","evas","evade, escape; avoid;"
"1111","evalu","increase in strength;  prevail, have sufficient strength (to);"
"1112","evanu","vanish/disappear; pass/fade/die (away/out); lapse; become weak/void/forgotten;"
"1113","evex","carry away, convey out; carry up; exalt; jut out, project;"
"1114","evell","pull/pluck/tear/root out;"
"1115","everr","sweep/clean out (room/litter); sweep (sea) with dragnet; net (by dragging);"
"1116","evert","overturn, turn upside down; overthrow, destroy, ruin;"
"1117","evilu","become vile/worthless/despicable; cheapen;"
"1118","evinx","bind, bind up/around; wind around; wreathe round;"
"1119","evic","overcome, conquer, subdue, overwhelm, defeat utterly; prevail, bring to pass;"
"1120","evolv","roll out, unroll; disclose, unfold; extricate; pursue; explain;"
"1121","evomu","vomit out;"
"1122","exacu","make sharp or pointed; stimulate;"
"1123","exars","flare/blaze up; break out; glow; rage; be provoked, enraged; be exasperated;"
"1124","exars","kindle; inflame; break out;"
"1125","exaru","dry up;"
"1126","excandu","catch fire, burst into flame; blaze (w/light); flare up, burn w/rage/anger;"
"1127","excess","pass, withdraw, exceed; go away/out/beyond; die;"
"1128","excerps","pick out; select;"
"1129","excid","perish; disappear; escape, fall out; be deprived of; lose control of senses;"
"1130","excid","cut out/off/down; raze, destroy;"
"1131","excid","demolish/destroy, raze to ground (town/building); exterminate/destroy (people);"
"1132","excep","take out; remove; follow; receive; ward off, relieve;"
"1133","exclus","shut out, shut off; remove; exclude; hinder, prevent;"
"1134","excolu","improve; develop, honor;"
"1135","excox","boil; temper (by heat); boil away; dry up, parch;"
"1136","excrev","grow out or up; grow up; grow;"
"1137","excud","strike out; forge; fashion; print (Erasmus);"
"1138","exculps","carve out; erase; (see exsculpo; source Latham, but pre-dates medieval times);"
"1139","excucurr","run out; make an excursion; sally; extend; project;"
"1140","excurr","run out; make an excursion; sally; extend; project;"
"1141","excuss","shake out or off; cast out; search, examine;"
"1142","execu","follow, go after/along; strive after; go on with/persist in; attain/arrive at;"
"1143","execu","|execute, carry out (duty); go through, rehearse; pursue; develop (topic);"
"1144","exed","eat up, consume; hollow;"
"1145","exeru","stretch forth; thrust out (of land); put out (plant); lay bare, uncover (body);"
"1146","exfug","flee/escape; run/slip/keep away (from), eschew/avoid; baffle, escape notice;"
"1147","exhorru","shudder; be terrified, tremble at;"
"1148","exeg","drive out, expel; finish; examine, weigh;"
"1149","exem","remove/extract, take/lift out/off/away; banish, get rid of; free/save/release;"
"1150","existit","step forth, appear; arise; become; prove to be; be (Bee);"
"1151","exolev","grow up, become adult; grow stale, deteriorate; die out/fade away; be forgotten;"
"1152","exolv","unfasten/undo/loose; open (vein); thaw (ice); let flow (body discharge); solve;"
"1153","exolv","|set free, release; end, do away with; pay; award; release; perform/discharge;"
"1154","expallu","turn pale, turn very pale; go white as a ghost;"
"1155","expand","spread out, expand; expound;"
"1156","expand","spread out, expand; expound;"
"1157","expav","become frightened;"
"1158","expul","drive out, expel, banish; disown, reject;"
"1159","expend","pay; pay out; weigh, judge; pay a penalty;"
"1160","expergefec","awaken/wake up (from sleep); rouse/arouse (from inactivity); excite/stir up;"
"1161","expet","ask for; desire; aspire to; demand; happen; fall on (person);"
"1162","expetiv","ask for; desire; aspire to; demand; happen; fall on (person);"
"1163","explaus","drive (actor) off stage by clapping; scare off; reject (claim); eject/cast out;"
"1164","explos","drive (actor) off stage by clapping; scare off; reject (claim); eject/cast out;"
"1165","exposu","set/put forth/out; abandon, expose; publish; explain, relate; disembark;"
"1166","exporrex","stretch/spread out; smooth (brow); extend; expand, widen scope of (idea);"
"1167","expoposc","request, ask for, demand; demand the surrender of;"
"1168","express","squeeze, squeeze/press out; imitate, copy; portray; pronounce, express;"
"1169","expromps","bring/take out (from store), put out; put to use, put in play; disclose, reveal;"
"1170","expu","spit out; eject; rid oneself of;"
"1171","exquisiv","seek out, search for, hunt up; inquire into;"
"1172","exscid","demolish/destroy, raze to ground (town/building); exterminate/destroy (people);"
"1173","exscrips","copy, write out;"
"1174","exsculps","carve out; erase;"
